"","x","y","prob"
"1",8.59445561942254e-05,0.0018942666093613,1.04230000438494e-05
"2",8.59445561942254e-05,0.00203274038128323,2.16944940587281e-10
"3",8.59445561942254e-05,0.00218133679666809,1.29715117270738e-10
"4",8.59445561942254e-05,0.00234079583615808,1.05475637709696e-10
"5",8.59445561942254e-05,0.00251191157410653,9.91427557195996e-11
"6",8.59445561942254e-05,0.00269553613291041,1.02631299068177e-10
"7",8.59445561942254e-05,0.00289258392641072,1.14674911903871e-10
"8",8.59445561942254e-05,0.00310403621349184,1.37336813657335e-10
"9",8.59445561942254e-05,0.0033309459845559,1.7712240762521e-10
"10",8.59445561942254e-05,0.00357444320520595,2.48269870470153e-10
"11",8.59445561942254e-05,0.00383574044325022,3.84856976062885e-10
"12",8.59445561942254e-05,0.00411613890704906,6.87027063024008e-10
"13",8.59445561942254e-05,0.00441703492527423,1.53903436284703e-09
"14",8.59445561942254e-05,0.00473992690034834,5.13876954484726e-09
"15",8.59445561942254e-05,0.00508642277019149,5.61386752672275e-08
"16",8.59445561942254e-05,0.0054582480154327,0.00073832906862399
"17",8.59445561942254e-05,0.00585725425196094,2.86506489340946e-08
"18",8.59445561942254e-05,0.0062854284516045,9.76256018842771e-09
"19",8.59445561942254e-05,0.00674490283685619,7.02163295620462e-09
"20",8.59445561942254e-05,0.00723796549891797,7.55449535998311e-09
"21",8.59445561942254e-05,0.00776707179194074,1.27319930242689e-08
"22",8.59445561942254e-05,0.00833485656020053,5.86856230633861e-08
"23",8.59445561942254e-05,0.00894414725909975,0.000208463207285749
"24",8.59445561942254e-05,0.0095979780353337,2.36504713761679e-08
"25",8.59445561942254e-05,0.0102996048363386,5.00145192272054e-09
"26",8.59445561942254e-05,0.0110525216242632,2.20943482598976e-09
"27",8.59445561942254e-05,0.0118604777752067,1.30176165721617e-09
"28",8.59445561942254e-05,0.0127274967503672,9.13818825988271e-10
"29",8.59445561942254e-05,0.0136578961320792,7.35577688304027e-10
"30",8.59445561942254e-05,0.0146563091245167,6.70161851192559e-10
"31",8.59445561942254e-05,0.0157277076261299,6.95460040477556e-10
"32",8.59445561942254e-05,0.0168774269887121,8.50039784375683e-10
"33",8.59445561942254e-05,0.0181111925863921,1.35664921853524e-09
"34",8.59445561942254e-05,0.0194351483268609,4.00597777320708e-09
"35",8.59445561942254e-05,0.0208558872468116,5.98898686817363e-05
"36",8.59445561942254e-05,0.0223804843439532,0.000567082376490808
"37",8.59445561942254e-05,0.0240165318090942,2.18287863350004e-09
"38",8.59445561942254e-05,0.0257721768337456,6.01813074387041e-10
"39",8.59445561942254e-05,0.0276561621815161,2.82869802260753e-10
"40",8.59445561942254e-05,0.0296778697253399,1.67438549766022e-10
"41",8.59445561942254e-05,0.03184736716734,1.13819119659216e-10
"42",8.59445561942254e-05,0.0341754581739862,8.52294719454981e-11
"43",8.59445561942254e-05,0.0366737361762087,6.85420295962226e-11
"44",8.59445561942254e-05,0.0393546421023823,5.80194815282476e-11
"45",8.59445561942254e-05,0.0422315263316788,5.06769576503518e-11
"46",8.59445561942254e-05,0.0453187151763049,4.47073722594401e-11
"47",8.59445561942254e-05,0.0486315822236919,3.89946288317983e-11
"48",8.59445561942254e-05,0.0521866248939086,3.30898522737412e-11
"49",8.59445561942254e-05,0.0560015465935372,2.71840993562641e-11
"50",8.59445561942254e-05,0.0600953448751231,2.17806442106571e-11
"51",8.59445561942254e-05,0.0644884060412139,1.72703906068214e-11
"52",8.59445561942254e-05,0.0692026066640982,1.37585604663256e-11
"53",8.59445561942254e-05,0.0742614225267916,1.11422312366605e-11
"54",8.59445561942254e-05,0.0796900455277747,9.2415543535679e-12
"55",8.59445561942254e-05,0.0855155091316452,7.88144631922409e-12
"56",8.59445561942254e-05,0.0917668229904033,6.92093309006108e-12
"57",8.59445561942254e-05,0.0984751174057591,6.25541308349389e-12
"58",8.59445561942254e-05,0.105673798351853,5.80920226237226e-12
"59",8.59445561942254e-05,0.113398713830373,5.52685910481508e-12
"60",8.59445561942254e-05,0.121688332386486,5.36469600117456e-12
"61",8.59445561942254e-05,0.130583934674555,5.28435335886611e-12
"62",8.59445561942254e-05,0.140129819027597,5.24765075148363e-12
"63",8.59445561942254e-05,0.15037352205419,5.21470311778094e-12
"64",8.59445561942254e-05,0.161366055361342,5.1463849553348e-12
"65",8.59445561942254e-05,0.173162159582163,5.01165133227957e-12
"66",8.59445561942254e-05,0.185820576973353,4.7963807518179e-12
"67",8.59445561942254e-05,0.199404343939971,4.5077355034742e-12
"68",8.59445561942254e-05,0.213981104944218,4.16978240392034e-12
"69",8.59445561942254e-05,0.229623449361428,3.81306406040169e-12
"70",8.59445561942254e-05,0.246409272960737,3.46466497483447e-12
"71",8.59445561942254e-05,0.264422165810556,3.14301396482692e-12
"72",8.59445561942254e-05,0.283751828540503,2.85753749099213e-12
"73",8.59445561942254e-05,0.304494519032733,2.61085913120198e-12
"74",8.59445561942254e-05,0.326753531767077,2.40143611335545e-12
"75",8.59445561942254e-05,0.35063971220704,2.2256334495636e-12
"76",8.59445561942254e-05,0.376272008788196,2.0790877626438e-12
"77",8.59445561942254e-05,0.403778065257782,1.95745862899219e-12
"78",8.59445561942254e-05,0.433294856315212,1.85677684917116e-12
"79",8.59445561942254e-05,0.464969369718881,1.77358384085491e-12
"80",8.59445561942254e-05,0.498959338256017,1.70493744344969e-12
"81",9.58733864261097e-05,0.0018942666093613,3.65193722676875e-11
"82",9.58733864261097e-05,0.00203274038128323,3.4275238808492e-11
"83",9.58733864261097e-05,0.00218133679666809,3.35760625711039e-11
"84",9.58733864261097e-05,0.00234079583615808,3.41891489707446e-11
"85",9.58733864261097e-05,0.00251191157410653,3.60662737600446e-11
"86",9.58733864261097e-05,0.00269553613291041,3.9309559272015e-11
"87",9.58733864261097e-05,0.00289258392641072,4.41412365035714e-11
"88",9.58733864261097e-05,0.00310403621349184,5.0904397637168e-11
"89",9.58733864261097e-05,0.0033309459845559,6.01095997991144e-11
"90",9.58733864261097e-05,0.00357444320520595,7.23005028239411e-11
"91",9.58733864261097e-05,0.00383574044325022,8.78098066203233e-11
"92",9.58733864261097e-05,0.00411613890704906,1.06250065204002e-10
"93",9.58733864261097e-05,0.00441703492527423,1.25869555793662e-10
"94",9.58733864261097e-05,0.00473992690034834,1.43584909679889e-10
"95",9.58733864261097e-05,0.00508642277019149,1.56322515658243e-10
"96",9.58733864261097e-05,0.0054582480154327,1.62795680166525e-10
"97",9.58733864261097e-05,0.00585725425196094,1.63961857739006e-10
"98",9.58733864261097e-05,0.0062854284516045,1.62254007183171e-10
"99",9.58733864261097e-05,0.00674490283685619,1.598338212813e-10
"100",9.58733864261097e-05,0.00723796549891797,1.57534606373064e-10
"101",9.58733864261097e-05,0.00776707179194074,1.5513961305856e-10
"102",9.58733864261097e-05,0.00833485656020053,1.52222276001382e-10
"103",9.58733864261097e-05,0.00894414725909975,1.48909431787726e-10
"104",9.58733864261097e-05,0.0095979780353337,1.45132065640848e-10
"105",9.58733864261097e-05,0.0102996048363386,1.40843002587797e-10
"106",9.58733864261097e-05,0.0110525216242632,1.36267250165414e-10
"107",9.58733864261097e-05,0.0118604777752067,1.31944916783818e-10
"108",9.58733864261097e-05,0.0127274967503672,1.28789670606817e-10
"109",9.58733864261097e-05,0.0136578961320792,1.27769290155049e-10
"110",9.58733864261097e-05,0.0146563091245167,1.29790972260698e-10
"111",9.58733864261097e-05,0.0157277076261299,1.35815435099355e-10
"112",9.58733864261097e-05,0.0168774269887121,1.4718977682683e-10
"113",9.58733864261097e-05,0.0181111925863921,1.65614322615827e-10
"114",9.58733864261097e-05,0.0194351483268609,1.92148595214545e-10
"115",9.58733864261097e-05,0.0208558872468116,2.24065884821672e-10
"116",9.58733864261097e-05,0.0223804843439532,2.48440896236363e-10
"117",9.58733864261097e-05,0.0240165318090942,2.43717819494758e-10
"118",9.58733864261097e-05,0.0257721768337456,2.05986927975261e-10
"119",9.58733864261097e-05,0.0276561621815161,1.57675559614131e-10
"120",9.58733864261097e-05,0.0296778697253399,1.17326753281164e-10
"121",9.58733864261097e-05,0.03184736716734,8.87923554510935e-11
"122",9.58733864261097e-05,0.0341754581739862,6.95720187440712e-11
"123",9.58733864261097e-05,0.0366737361762087,5.65431159810069e-11
"124",9.58733864261097e-05,0.0393546421023823,4.73633125546772e-11
"125",9.58733864261097e-05,0.0422315263316788,4.04434454752998e-11
"126",9.58733864261097e-05,0.0453187151763049,3.47478922042339e-11
"127",9.58733864261097e-05,0.0486315822236919,2.96708231446318e-11
"128",9.58733864261097e-05,0.0521866248939086,2.49722538669747e-11
"129",9.58733864261097e-05,0.0560015465935372,2.06813993806003e-11
"130",9.58733864261097e-05,0.0600953448751231,1.69364495404185e-11
"131",9.58733864261097e-05,0.0644884060412139,1.38374083570994e-11
"132",9.58733864261097e-05,0.0692026066640982,1.13888547627217e-11
"133",9.58733864261097e-05,0.0742614225267916,9.52121081633875e-12
"134",9.58733864261097e-05,0.0796900455277747,8.13398527075472e-12
"135",9.58733864261097e-05,0.0855155091316452,7.1277869934446e-12
"136",9.58733864261097e-05,0.0917668229904033,6.41910580291979e-12
"137",9.58733864261097e-05,0.0984751174057591,5.94341181353991e-12
"138",9.58733864261097e-05,0.105673798351853,5.65245750666031e-12
"139",9.58733864261097e-05,0.113398713830373,5.50972038010812e-12
