"","GSM1679409","GSM1679410","GSM1679411","GSM1679412","GSM1679413","GSM1679414"
"PYROXD1",5.09056981366667,5.18569920133333,5.44509273933333,5.489977769,5.70539819366667,5.518361503
"PYROXD2",6.2888313485,6.3301744375,6.25381311,6.4477479985,6.260627993,6.201122634
"PYY",4.4240766665,4.4119702455,4.6423933345,4.719733748,4.522319961,4.9139054745
"PYY2",5.244153794,5.099047754,4.904570034,4.982537664,5.099047754,4.988127217
"PZP",3.959488609,4.098499202,4.254961636,4.184617853,4.061342359,4.296157282
"QARS1",9.665785674,9.554620561,9.492119601,9.399763399,9.433702565,9.532774385
"QDPR",6.746854535,6.7963806445,6.672630206,6.4676735465,6.4256637145,6.429507269
"QKI",5.8639577879,6.0281658709,6.0162360865,5.2895579142,5.3653291452,5.2872701228
"QKILA",2.699079203,3.264769938,3.101228443,3.251833304,3.032199193,2.927074056
"QPCT",6.570215748,6.458050138,6.592356409,5.225033334,5.515599393,4.841946423
"QPCTL",5.168622169,4.957215285,5.134828496,5.215411064,5.135855062,4.941385501
"QPRT",5.5263409202,5.4673016032,5.1076146568,4.8602863482,4.8011522404,4.8109794304
"QRFPR",2.768415433,2.6352067,2.692596569,2.60943959,2.713655831,2.818456493
"QRICH1",7.196647655,7.1259894015,7.255179669,7.45082306,7.5592545235,7.4202303055
"QRICH2",4.945275435,5.130164808,5.17226261,5.113768729,5.196311933,5.078019302
"QRSL1",5.5326628115,5.59886546825,5.7042950105,5.4978552565,5.7474685125,5.6970161785
"QSER1",6.42044505875,6.505252798,6.50579838975,5.97336518275,6.085280065,6.029050845
"QSOX1",6.672559439,6.97361683866667,6.85368040433333,6.50253857366667,6.643566616,6.764001355
"QSOX2",7.140362735,7.3791066875,7.2708189445,6.9407346815,6.8101474435,7.0293464895
"QTRT1",6.636320461,6.778218542,6.719418169,6.386128147,6.20228088,6.215540808
"QTRT2",4.098446276,4.18659960266667,4.38517278566667,4.350480729,4.33071110733333,4.319408601
"R3HCC1",7.45282527,7.5185304545,7.498252916,7.5457767765,7.473046727,7.4454779215
"R3HCC1L",5.5237612675,5.5453001085,5.506524001,5.350157416,5.484254767,5.5725366325
"R3HDM1",6.6237625785,6.4213953645,6.472372934,6.093411481,6.217184061,6.051200267
"R3HDM2",8.839097783,8.987301673,8.802794383,8.997011205,9.077756506,9.105165627
"R3HDM4",8.3881652045,8.4098980655,8.3125671835,8.88296138,8.7014116505,8.7969439585
"R3HDML",4.372291453,4.460223963,4.670332356,4.569011418,4.723891526,4.83069552
"RAB10",10.77881738,10.95519945,10.862433495,10.896078155,10.86694967,11.055084835
"RAB11A",9.137261041,9.22607167866667,9.14410597733333,9.751032386,9.87816963133333,9.99736677133333
"RAB11B",4.8499414055,4.847577935,4.749427669,4.878439571,5.0078595445,4.915812886
"RAB11B-AS1",5.9726572305,5.787311185,5.8319131895,6.939112109,6.8056251985,7.0791041205
"RAB11FIP1",7.72059464133333,7.956929999,8.41114558866667,8.289180137,8.17766100966667,8.001841379
"RAB11FIP2",6.2903857655,6.512366371,6.46275499,6.461108443,6.609969578,6.566687772
"RAB11FIP3",7.17263689766667,7.00314485633333,7.150956192,7.45120520966667,7.38519891866667,7.448493234
"RAB11FIP4",4.3870959398,4.5057355826,4.4811098662,4.4724781562,4.6316784776,4.4319256332
"RAB11FIP5",7.054335594,7.195620279,6.993842571,7.058946965,7.143063303,7.162902685
"RAB12",8.09909128033333,8.06605307133333,8.04362626333333,7.831762257,7.96468021033333,7.93734640666667
"RAB13",10.623796,10.57973084,10.65626979,10.82096467,10.49708262,10.55186348
"RAB14",7.519113471,7.579348378,7.31514722833333,7.57946138333333,7.752642579,7.64016200866667
"RAB15",8.339368333,8.2820624485,8.0228068575,7.8106294245,7.7499707905,7.8731327675
"RAB17",7.631118618,7.348978812,7.623984729,7.759384151,7.706824926,7.677446868
"RAB17-DT",5.139057865,5.089580044,4.980979838,5.026039628,5.11136948,5.094010356
"RAB18",7.14027990583333,7.14586293383333,7.148733906,7.51960327233333,7.5072917415,7.52801437516667
"RAB1A",8.252512813,8.3158728105,8.143026178,8.47372990025,8.487570678,8.506287151
"RAB1B",9.442873741,9.387402438,9.424172411,9.817608031,9.76157947,9.880800558
"RAB20",5.7160057735,5.550429468,5.4484681505,6.684964949,6.6735316965,6.520675858
"RAB21",6.03926791375,6.22879668375,6.21394358575,6.495128857,6.740457622,6.53935372825
"RAB22A",9.685222093,9.760236828,9.821048691,9.4979892165,9.7631351705,9.5352032305
"RAB23",6.184231057,6.32796950633333,6.265155787,4.80465424233333,5.06362814266667,4.63067291366667
"RAB24",8.577516127,8.509429459,8.561904782,8.724260626,8.475642527,8.587953796
"RAB25",10.22421901,10.17291227,10.07187771,10.26297002,10.17161756,10.47572687
"RAB26",7.349714265,7.4164372385,7.3817503815,7.7544774255,7.3929994025,7.9298467195
"RAB27A",7.7220036838,7.742044023,7.6811785686,8.1793749906,8.5302730204,8.2855719408
"RAB27B",5.652661227,5.808636611,5.71818684933333,6.08601762866667,6.205956624,6.09828503833333
"RAB28",5.466772923,5.3434749744,5.4026405072,5.3540289138,5.3265166108,5.2826480896
"RAB29",6.57465504833333,6.88633380933333,6.56232186166667,6.780249257,6.755138573,6.756401661
"RAB2A",7.56239520383333,7.65010505033333,7.50288265416667,8.0652285475,8.0601316485,8.15568401966667
"RAB2B",7.74804511,7.80122679,7.916535626,7.636542477,7.887461262,7.436027865
"RAB30",5.013957572,4.9776329516,4.912793045,7.3291866956,7.381144274,7.637184655
"RAB30-DT",5.4405816585,5.155810857,5.2182314045,6.54885445,6.5384320985,5.9951188605
"RAB31",10.43808181,10.6661266933333,10.85147607,9.54993349866667,10.019702677,9.461376487
"RAB32",7.7423870315,7.7159251225,7.504238935,6.494895967,6.6710690745,6.042844282
"RAB33A",3.621192556,3.658418198,3.641374294,3.296886495,3.430882001,3.299373174
"RAB33B",6.294304342,6.391739349,6.366548904,6.317181993,6.375981873,5.980322756
"RAB34",7.296487282,7.333695151,6.996378934,5.312229233,5.2017334845,5.056825503
"RAB35",6.89284527466667,6.89447027566667,6.83530164866667,7.0329106,7.104497082,6.78189108366667
"RAB36",5.879358902,5.661695798,5.423241463,5.358832179,4.915822512,4.604980543
"RAB37",5.890178221,5.973608379,6.048029319,5.899441315,5.66267779,6.228977329
"RAB38",3.115342366,2.926587374,3.013606762,2.863583279,2.847587045,3.090637476
"RAB39A",3.905080989,3.724570508,3.782297665,3.339211946,3.752279091,3.639420619
"RAB39B",5.150242389,5.036772314,4.5401427735,4.1321897115,4.22205822,4.311281914
"RAB3A",6.20453604,6.106595431,5.723532813,6.290274277,6.265715774,6.198347048
"RAB3B",3.6670577674,3.6069763614,3.551595998,3.3964275064,3.318924256,3.5037617822
"RAB3C",3.11774785225,3.34561609525,3.2571416135,3.2851333855,3.22729677825,3.35844526875
"RAB3D",7.1348442345,7.027794031,6.994029352,7.731968016,7.8507094875,7.7893958285
"RAB3GAP1",6.77920462175,6.83083456925,6.71048780625,6.44386548025,6.474361776,6.31779631225
"RAB3GAP2",5.6857927758,5.7264910358,5.8356806844,5.6925281088,5.7414889252,5.518848083
"RAB3IL1",5.252985789,5.25347451,5.478538046,5.323496695,5.112729566,5.328035424
"RAB3IP",6.155997038,6.1925087124,6.0665004948,5.7324430112,6.0458651034,5.645377627
"RAB40A",2.640610786,2.412921587,2.728007947,2.728007947,2.757266328,2.806971707
"RAB40AL",3.639609353,3.675312461,3.973439879,3.76744305,3.844859734,3.908382685
"RAB40B",6.86555275366667,6.79100609333333,6.76436869433333,7.062090958,7.07983810133333,6.991229858
"RAB40C",6.36124646733333,6.207924402,6.510539609,6.46454509233333,6.34202027366667,6.38437995666667
"RAB42",5.281300915,5.050231747,5.20734546,5.089047345,5.034385335,5.22092267
"RAB43",6.3590877695,6.4189048675,6.368372797,7.0824924215,6.945594636,6.770080319
"RAB4A",7.54397205533333,7.626636553,7.54873496466667,7.21504745866667,7.168033439,7.34245649633333
"RAB4B",6.84168693675,6.793425544,6.854018737,7.02604949375,7.09896437475,7.05093251425
"RAB5A",7.12109687766667,7.259469047,6.933026497,7.558674491,7.54835647633333,7.30695313533333
"RAB5B",8.709250429,8.669464696,8.835944118,9.245472723,9.43033268,9.347123674
"RAB5C",8.307342546,8.309371773,8.1598077265,8.3222903015,8.354922474,8.3636904475
"RAB5IF",11.2223112833333,11.20285203,11.5119476166667,11.0788636633333,11.0827008933333,10.9362063066667
"RAB6A",6.436963513,6.399189591,6.551382587,6.60056427075,6.5266722165,6.53923543625
"RAB6B",5.60719140133333,5.53383200266667,5.80124293466667,5.17390315833333,5.27678665066667,5.310245495
"RAB6C",10.17529964,10.13352716,10.37037047,10.22267222,10.29493346,10.37962088
"RAB7A",7.5419631314,7.5150427546,7.6826689058,7.6830923384,7.5596298404,7.738341009
"RAB7B",5.406769057,5.4706539285,6.034577759,4.114539152,4.331312745,4.3404793095
"RAB8A",9.577639986,9.567985306,9.69922485,9.578831114,9.609694386,9.524216303
"RAB8B",5.01178257933333,4.943861513,4.91858286133333,4.48860520933333,4.580442298,4.24458956166667
"RAB9A",9.94842906,9.808790415,9.741784604,10.51116966,10.4341924,10.60550891
"RAB9B",6.087602341,6.090854011,5.98988004,5.440781981,5.649735446,5.37387255
"RAB9BP1",2.597050795,2.460268877,2.460258315,2.561844292,2.756078597,2.766534552
"RABAC1",9.098485313,8.950026407,8.866501712,9.489168833,9.529554789,9.849663859
"RABEP1",6.6001134384,6.5077728066,6.3634534444,6.6653089036,6.8166865516,6.7023809854
"RABEP2",7.49151865466667,7.51809760633333,7.42480516733333,8.08812673066667,8.01884361266667,8.04262338466667
"RABEPK",6.3781500205,6.171132107,6.3934108195,5.7228146415,5.665384052,5.591414793
"RABGAP1",7.2573591245,7.0715966305,6.8512109035,7.2869345335,7.330788341,7.403150808
"RABGAP1L",5.2139437474,5.0106221544,5.2352401316,5.2379306746,5.1708399684,5.1472510798
"RABGEF1",8.241558282,8.2085657625,8.077074435,9.692564573,9.5668092625,9.393856234
"RABGEF1P1",5.3781183735,5.225940876,5.2603117105,5.7709403015,5.6984904825,5.7038955695
"RABGGTA",7.018603643,7.032534444,6.870779808,6.819077432,6.816820086,6.707133386
"RABGGTB",8.65195333833333,8.567468251,8.616408569,8.04573596966667,8.09398369633333,7.940650539
"RABIF",8.4950242395,8.444798927,8.4161612745,7.7985649055,7.866413398,7.7650704325
"RABL2A",5.614791941,5.52417379,5.702459578,5.785103754,5.69376683,5.713534813
"RABL2B",6.883429948,6.842717214,6.834856549,6.702332591,6.819559303,6.97079914
"RABL3",7.06142665466667,7.14815678633333,6.951540488,7.27733721566667,7.33309338766667,7.30161606033333
"RABL6",7.43476344366667,7.30288125566667,7.235578219,7.170796121,7.12882305733333,7.13361866766667
"RAC1",9.7008290755,9.74810909025,9.74483426375,9.421732307,9.52920310025,9.519867252
"RAC2",5.523440324,5.437263173,5.905830375,5.03656455,5.2314130895,5.311259508
"RAC3",5.326723632,5.578040201,4.999814269,5.342259235,5.233135553,5.390160377
"RACGAP1",9.886888316,9.994306842,10.07772589,8.915981478,8.592004349,8.686982564
"RACGAP1P1",3.045826558,2.839451353,2.910371635,2.934011729,2.992529929,2.677607166
"RACK1",10.8455938605,10.850659949,10.8190877655,10.7067834515,10.6454091365,10.635467943
"RAD1",8.0104513378,8.0671555746,7.8791849086,7.1490623728,7.3622724808,7.3504767168
"RAD17",7.45123950733333,7.56938940433333,7.46518654333333,7.092207493,7.398470402,7.28030985066667
"RAD18",5.12465286225,5.1274867975,4.9365116795,4.8319828505,4.68776487375,5.013049611
"RAD21",8.959885584,9.1073485785,8.681315238,8.221377385,8.25866059,8.5250509635
"RAD21-AS1",3.437504826,3.329243254,3.638110801,3.959100313,3.581393196,3.707256173
"RAD23A",8.899731412,8.883883493,8.811414798,8.586161964,8.531419309,8.465593664
"RAD23B",8.461048685,8.48645233175,8.421843523,8.77208768825,8.83202617375,8.78046822075
"RAD50",6.164356652,6.09670891,6.10924477466667,5.73151709433333,5.945595741,5.98748368266667
"RAD51",5.761214366,5.748357844,5.7215279085,4.968546884,4.621274998,5.0590011245
"RAD51-AS1",4.710366341,4.4677640335,4.3921578915,5.122922877,5.094037112,4.8905650925
"RAD51AP1",7.547724587,7.808025077,7.18887112,6.199225548,5.954510949,6.114241443
"RAD51B",5.13384499375,5.0959092325,5.192278837,4.855633868,4.7907371155,4.689238178
"RAD51C",9.953306566,9.825024742,9.549565929,9.3998303385,9.1282942595,9.313754708
"RAD51D",6.0277031485,6.035631218,5.9787445055,5.5549456815,5.739507156,5.6135989785
"RAD52",4.6794949,4.70180086375,4.624415695,4.6684883295,4.563216359,4.5361280675
"RAD54B",6.03770332,6.10821790866667,5.89357318366667,5.02404748733333,5.19917511,5.16468994666667
"RAD54L",7.098078271,6.69126669,6.521478308,5.923254304,5.342862956,5.314152211
"RAD54L2",6.45486604533333,6.467917703,6.52152461133333,6.41709853,6.38221943966667,6.48650645466667
"RAD9A",7.373308057,7.167187526,7.426021558,7.935632062,7.736456613,7.5527144425
"RAD9B",2.663674781,2.925489248,2.905781333,3.5696362365,3.663503984,3.0721642315
"RADIL",5.40825013,5.69553404,5.69553404,6.496667178,6.281898829,6.594444277
"RADX",2.970054792,2.469694198,2.902153692,2.608098416,2.862596005,2.864694417
"RAE1",8.59819582333333,8.50334173833333,8.445691921,8.46165112766667,8.49076002433333,8.49567670366667
"RAET1E",3.528470615,3.725761458,4.188758281,3.878244592,3.855191309,4.24544291
"RAF1",8.8679689055,8.6527485195,8.916909943,9.1531749965,9.0272262345,8.9546459375
"RAG1",2.669237232,3.019234141,2.665340057,2.612585594,2.480720796,2.356866518
"RAI1",6.90229941,7.04710940033333,6.96045535166667,7.065729925,7.00098736133333,7.100850574
"RAI14",7.297247623,7.478809553,7.218489258,4.242679471,4.169149058,3.350618389
"RAI2",5.150240756,5.660153778,5.033943261,5.683954686,6.137695149,5.159151862
"RALA",9.0276807735,9.112210695,8.8992850835,8.285127336,8.313988144,8.2516621235
"RALB",7.638269008,7.612978464,7.557551581,7.2934038845,7.302964137,7.201559445
"RALBP1",7.85431889933333,7.839120469,7.63937194166667,8.12984537433333,8.063772419,8.223044864
"RALGAPA1",4.7242482956,4.7963566094,4.7479924936,5.1652789886,5.1348270338,5.2098526098
"RALGAPA1P1",4.11832553066667,4.19271907866667,4.13292582066667,4.237630039,4.34056085366667,4.33712954766667
"RALGAPA2",4.7748050552,4.7251418772,4.797436982,4.7309210662,5.0086622448,4.8111459784
"RALGAPB",6.79313528033333,6.924045875,7.006133195,7.00753399266667,7.09861679966667,7.05061876
"RALGDS",7.731871251,7.862498702,7.773092326,7.9471587335,8.2441992105,8.072489827
"RALGPS1",5.1921821642,5.2353350944,5.2592019716,5.1473328926,5.2369230818,5.275702349
"RALGPS2",6.4424603374,6.467016383,6.5378548988,6.7461801238,6.8440385706,6.7383518906
"RALY",8.738541606,8.853943315,8.985621298,8.413164337,8.300579905,8.23425708
"RALY-AS1",5.768706442,5.413901151,5.139329183,6.057483942,5.845586082,5.88336511
"RALYL",2.764711599,2.446259911,2.814869261,2.898806973,2.747074024,2.819664508
"RAMAC",9.272437268,9.2879550095,9.3504921465,9.6390533315,9.446793715,9.5670362865
"RAMP1",7.130235118,7.271148764,6.999620665,8.947909887,8.671127094,9.464650106
"RAMP2",5.369340572,5.456820604,5.480234101,5.495832251,5.362768573,5.406542328
"RAMP2-AS1",3.6046731845,3.550829621,3.230262752,3.6961763525,3.707207825,3.5542566445
"RAMP3",7.26959128,7.139374014,7.213008236,9.960642185,9.820267337,10.09955583
"RAN",10.791918462,10.699894797,10.6107383615,10.1728145385,10.1904990795,10.353472747
"RANBP1",7.53699457333333,7.441566152,7.266615383,6.54744926833333,6.58307674533333,6.61597523033333
"RANBP10",5.5256304205,5.52589533825,5.477996907,5.696697683,5.795024374,5.562094931
"RANBP17",6.4590323205,6.3711167695,6.0464769165,5.940529823,5.746704389,5.9970764505
"RANBP2",6.9875207156,7.1124403402,6.7778872268,7.3878509734,7.4218152336,7.5270702578
"RANBP3",6.6392120935,6.5435435125,6.41444948725,6.59682490075,6.49808422575,6.415931199
"RANBP6",7.942049342,8.079068302,8.156285415,8.785733738,8.919654558,8.733170066
"RANBP9",6.9247848505,6.9565789185,7.0037774155,7.3768042545,7.47110944825,7.35805569
"RANGAP1",7.01364368033333,6.986021585,7.11055699766667,6.65119109766667,6.62037492166667,6.588847731
"RANGRF",5.2316205615,5.0246142575,5.1824558045,4.880086095,4.8331379335,4.826630336
"RAP1A",5.9074958045,5.8132852625,5.8921865665,5.8650266565,5.785509507,5.98031337
"RAP1B",11.4019376,11.4135539,11.58282272,11.48152633,11.67449464,11.47901931
"RAP1GAP",5.45279587,5.5075938425,5.438590761,5.8177139775,5.863575208,6.0856928915
"RAP1GAP2",6.863066077,7.210455044,6.930219831,7.127181699,7.3226093,7.216676173
"RAP1GDS1",6.23618138425,6.269842125,6.225186426,6.1291213015,6.10286497675,6.3131495995
"RAP2A",5.2555030516,5.2614499536,5.1824136976,4.790818927,4.866955713,4.8731483234
"RAP2B",6.321163825,6.395963843,6.34393410975,5.53409445275,5.71945868275,5.46994074625
"RAP2C",9.353680095,9.1669609285,9.2609565085,8.729638129,8.75613895,8.8107284465
"RAP2C-AS1",5.611625579,5.442539081,5.40764765,5.043590865,4.737331156,4.854752992
"RAPGEF1",6.332462927,6.37420211666667,6.27422421866667,6.18392606566667,6.38018635966667,6.427179504
"RAPGEF2",5.4705221634,5.575804546,5.4486845514,5.422119022,5.406953851,5.3199419158
"RAPGEF3",5.3534714495,5.185812889,5.3494553925,5.6459033235,5.6088918495,5.429025042
"RAPGEF4-AS1",2.899921229,3.171217034,3.010559671,2.899921229,3.052360352,3.111375873
"RAPGEF5",4.250816038,4.24411836375,4.21557218775,4.2813465845,4.26925686375,4.26446270975
"RAPGEF6",6.29728851175,6.5539843125,6.2895303175,6.97788509975,6.67065677825,7.104167187
"RAPGEFL1",7.537032609,7.533716596,7.924103287,6.08392241,6.093188334,6.409193982
"RAPH1",6.67122914625,6.48406132025,6.5150835725,7.6842708505,7.952062774,8.0971247785
"RAPSN",3.489333114,3.443924862,3.723552539,3.503722892,3.502842259,3.688721134
"RARA",6.26119113,6.336742588,6.3134192958,6.3429581124,6.2283548358,6.4978895496
"RARA-AS1",5.984136897,6.028447301,6.243715705,7.474208616,7.122663526,7.368880054
"RARB",3.8363154458,3.9992855856,4.1001476998,4.103400242,4.0713253118,4.1815346996
"RARB-AS1",3.683441908,3.978101232,3.562285874,4.043311904,4.208093886,4.091875428
"RARG",5.84487002533333,5.72510889966667,5.84256639466667,5.863519789,5.80567040133333,5.86086069
"RARRES1",3.16706070466667,3.11056303666667,3.264990083,3.15322196833333,3.214548031,3.307797487
"RARRES2",5.349783731,5.231962071,5.175634555,4.527286238,4.268708318,4.223770531
"RARS1",9.127960036,9.279935079,9.035578109,8.702688546,8.856041054,8.910291991
"RARS2",5.8796868892,5.9789122626,5.938279909,5.9080093684,5.8613139142,5.918099025
"RASA1",8.570046402,8.7534453215,8.5163385165,8.207443125,8.4880951685,8.1802094005
"RASA2",6.41589820566667,6.17198884966667,6.21339038633333,6.10353207066667,5.97329309366667,5.934194657
"RASA3",5.203484637,5.17970092833333,5.26941403,5.01528054833333,4.969566678,4.84619066666667
"RASA4",6.35165345325,6.40121345425,6.33446084525,6.50043987075,6.616119759,6.694212297
"RASAL1",6.1391218205,6.2953240395,6.262360649,5.8065042915,5.867741905,5.792404659
"RASAL2",4.84090279214286,4.83988849414286,4.91699829542857,4.49458510942857,4.532390647,4.46758643871429
"RASAL3",5.679848738,6.084964671,5.638761591,5.829298117,5.550678748,5.735008031
"RASD1",9.562353964,8.978288984,8.368821747,11.37633702,11.29862724,10.53165215
"RASD2",4.842463555,5.049664437,4.938193616,4.966119374,4.769009599,4.789015884
"RASEF",8.0487447364,8.1133335328,8.2111271084,8.4793257452,8.4681884514,8.545724949
"RASGEF1A",5.008159627,4.9885042785,4.736540004,4.1333656595,4.0986720715,4.1225563345
"RASGEF1B",3.1353154695,2.7522438145,3.139562482,2.9566500275,3.128567093,3.273887688
"RASGEF1C",4.367043963,4.761935448,4.359747243,4.603963535,4.480433978,4.663089655
"RASGRF1",4.01228909625,3.95118035675,3.97883905725,3.89747711425,3.93916904525,4.091773263
"RASGRF2",4.7439714665,4.7126515545,4.951195768,4.693162197,4.865673773,4.8994760145
"RASGRP1",7.818994567,7.726354087,8.13149515,6.650568541,7.27949179,7.339216214
"RASGRP2",4.74690395175,4.682517542,4.5256979585,4.39245500575,4.3521526725,4.5117753915
"RASGRP3",3.298023816,3.3846095395,3.4917964545,3.4617535595,3.5447135575,3.5182602895
"RASGRP4",4.343196639,4.5079658665,4.460661111,4.6536401885,4.595965938,4.7368987465
"RASIP1",3.934370034,4.1874455185,4.2371644255,4.3136371115,4.3145521615,4.2889701445
"RASL10A",5.049109585,5.143620225,5.2133810845,5.087181049,5.199878993,5.1581527145
"RASL10B",5.6273472775,5.6186244075,5.544300522,5.296373372,5.3737693765,5.355369277
"RASL11A",4.675376396,4.254821679,4.910874948,5.19879422,5.412647112,5.045255097
"RASL11B",5.0226811815,4.914996928,5.0024685895,5.283247709,5.4012541855,5.126954113
"RASL12",4.643491488,4.622021442,4.596806958,4.471223512,4.424538982,4.373184148
"RASSF1",7.661862305,7.460220369,7.476219433,7.829978663,7.701537913,7.527290117
"RASSF1-AS1",5.756721008,5.296829778,5.070093317,5.078053599,4.903723924,4.774865022
"RASSF10",2.508198166,2.552434476,2.714228974,2.4435314,3.278198575,2.66619995
"RASSF2",5.43864835,5.004940021,5.328985365,3.711634384,3.594603575,4.215498749
"RASSF3",6.72980691766667,6.88444934466667,6.741186559,7.392734192,7.19089783966667,7.28657347666667
"RASSF4",3.96096975,3.99520413433333,3.94180771333333,3.912669753,4.19374092133333,4.176413784
"RASSF5",5.104128232,4.9806301205,4.9839989985,4.992163848,5.070388484,4.86927947
"RASSF6",2.356267676,2.2984236005,2.3153354045,2.365552702,2.4982137935,2.482102496
"RASSF7",8.474914651,8.362116155,8.575049906,8.4449646585,8.323432852,8.1894522815
"RASSF8",4.6378514845,4.93416340875,4.4707546165,5.12155225,5.1440590725,5.287936676
"RASSF8-AS1",4.8159454575,4.9367392645,4.6025923975,4.9992400055,5.1940918285,5.1342277995
"RASSF9",2.645114488,2.400259344,2.408029312,2.359156114,2.408029312,2.415945755
"RAVER1",7.179133191,6.972690619,7.14114777,6.918317608,7.0494821,7.036719613
"RAVER2",3.467740999,3.809115416,3.366401261,3.404748713,3.5054820865,3.6176309735
"RAX",6.029004064,5.970424943,6.238142034,5.930399132,6.008905131,6.325276949
"RAX2",6.89522595,6.902471779,6.74404069,7.075780261,6.938317789,7.061352759
"RB1",6.1508517295,6.4691598625,6.2121533305,6.2360664275,6.471448648,6.5589999365
"RB1-DT",3.047635305,3.243542063,3.21245229,3.294842974,3.309764192,3.3559216945
"RB1CC1",7.5304319465,7.808772454,7.893845627,8.1876491885,8.373514609,8.289092324
"RBAK",5.97481203225,6.08542675725,6.13927829925,5.9170728155,6.08698123925,6.00876442325
"RBAKDN",6.500380797,6.340888963,6.495178106,6.610335007,6.327805378,6.44442677
"RBBP4",6.94683341683333,6.87963068133333,7.00033782333333,6.80897277333333,6.95048279566667,6.8117416015
"RBBP5",6.547068208,6.793694572,7.04285864,6.693017814,6.618039437,6.623327008
"RBBP6",7.5995079405,7.674797922625,7.439414313375,8.124251161,8.23294247325,7.842551395875
"RBBP7",11.37261141,11.33477586,11.08883479,10.91207248,10.9645743,10.99490358
"RBBP8",10.5079071,10.48372855,10.6552158,9.036103425,9.505734074,9.026831409
"RBBP8NL",5.838201812,5.925991876,5.734365555,6.138862558,5.906383275,5.793690094
"RBBP9",4.02332893225,4.066043904,3.95577780125,3.77629566925,3.72474208375,3.69658343725
"RBCK1",8.7760990475,8.7717494505,8.5879274185,8.4929565475,8.311356811,8.2435287725
"RBFA",6.3474391715,6.411123913,6.065940842,5.8660786825,5.847251186,5.7674255335
"RBFADN",4.952267274,4.8904375975,4.9381537785,5.036461414,4.924303788,5.029170557
"RBFOX1",5.21934258666667,5.26728321366667,5.24557432466667,5.23351475566667,5.23044299133333,5.29475598
"RBFOX2",6.32418257425,6.150649014,6.1458785725,5.7816888115,5.820334149,5.73858657575
"RBFOX3",3.6774220005,3.545682181,3.595421525,3.518968045,3.5047570435,3.646680451
"RBIS",7.95016731533333,7.95761210966667,7.866414142,7.696603656,7.546174561,7.489066923
"RBKS",6.7594714975,6.6605843965,6.6639536885,7.444173775,7.1295916015,7.538322046
"RBL1",3.697448477,3.58785683225,3.58755045175,3.31245027425,3.33119128325,3.42569047875
"RBL2",6.6198385405,6.645373293,6.5065411815,7.03070686,7.222840886,7.0805546165
"RBM10",8.47270083266667,8.452858514,8.483316564,8.50756861,8.460203252,8.18356312966667
"RBM11",3.699980725,3.891702994,3.41089258,3.119898912,2.924991609,2.730547415
"RBM12",7.8084585645,7.8068988245,7.6537035645,7.6224587755,7.705743667,7.801085658
"RBM12B",6.103139552,6.353932983,5.84168094,5.824590764,6.006021237,5.6903300725
"RBM12B-AS1",4.026104838,3.933068705,3.819016546,4.18395164,3.943244894,4.002115417
"RBM14",5.917270996,5.684769538,5.855354472,6.22802622666667,5.98996227733333,5.94840683633333
"RBM15",6.96547387442857,6.96195464085714,6.95590637542857,7.03472361971429,7.04237550357143,6.86582494557143
"RBM15B",7.040391055,7.07654544,6.8311651405,6.955161422,7.1182105055,6.8556868645
"RBM17",8.25002287025,8.20624704125,8.13848914425,7.618704298,7.6831934555,7.61996348825
"RBM18",6.71028750466667,6.91731803833333,6.68160117233333,7.05901155466667,7.259791459,7.351350621
"RBM19",6.473479048,6.3333132455,6.454710459,6.4106088115,6.358997094,6.261110048
"RBM22",7.772950349,7.74815395433333,7.63023747033333,7.58869049233333,7.59913546466667,7.50661356766667
"RBM23",9.137758847,9.099555566,9.024579168,9.04009831,9.077616023,9.103199536
"RBM24",8.740246653,8.856681202,8.831952689,5.713328776,6.475207755,4.843858713
"RBM25",7.70962054957143,7.54050526585714,7.67957539514286,7.57513189242857,7.428303079,7.47238167828571
"RBM26",4.967125447625,5.060839104875,4.979703731625,4.761184199,4.761665716375,4.764334120375
"RBM26-AS1",4.8682661,5.233281789,4.984235027,4.915279211,4.902495408,5.170588814
"RBM27",7.357852232,7.480943383,7.4689892385,7.465808255,7.5753409845,7.412546706
"RBM28",7.882075865,7.947895998,8.0243102635,7.325944536,7.4517981645,7.395923646
"RBM3",8.6794190965,8.901519946,8.557593179,8.675504988,8.874336804,8.967282351
"RBM33",5.77826862,5.84514952357143,5.652655752,5.63266587157143,5.32800241914286,5.27244312671429
"RBM33-DT",5.717526871,5.789810437,5.816709995,5.560001684,5.172727105,5.483171634
"RBM34",6.140056524,6.13518016366667,6.260446431,5.61422572033333,5.73781218933333,5.604700122
"RBM38",7.610066532,7.437125198,7.417740867,6.621863521,6.823952142,6.750966095
"RBM39",8.65245939875,8.57312761425,8.85936260275,9.2390188,9.17377695875,8.966891548
"RBM4",7.93643691025,7.853799906,7.642219829,8.2257535255,8.0243776215,8.0999250515
"RBM41",5.646292173,5.6798160645,5.6845135945,5.726405067,5.863559267,5.5982862315
"RBM42",7.923835573,7.946288518,8.070371656,7.776929898,7.704208025,7.786617442
"RBM43",5.2988518695,5.2946270175,5.259753075,4.7240422885,4.705140899,4.4069017475
"RBM45",8.184137844,8.262740933,8.030865383,7.902172562,8.057229512,7.779877971
"RBM47",6.4008572886,6.5455104136,6.6878239364,7.2926953344,7.3053621174,7.4746139878
"RBM48",5.0854110046,5.1450075514,5.2843353932,5.2721604918,5.2551181028,5.274065757
