"","GSM1679409","GSM1679410","GSM1679411","GSM1679412","GSM1679413","GSM1679414"
"A1BG",6.326828007,6.087031668,6.24833091,7.287724996,7.19750447,7.142637737
"A1BG-AS1",4.968208758,4.838375701,4.879830185,5.412204937,5.121371874,5.240757747
"A1CF",4.999438088,5.160662001,5.121140472,5.213399216,4.89770916,5.310855905
"A2M",4.2269728635,3.9961342325,4.2812428155,4.244849089,4.2157675055,4.4123243745
"A2M-AS1",3.48062306,3.74813191,2.956952478,3.642684984,3.307184365,3.448756462
"A2ML1",3.333158182,3.366094283,3.429866077,3.6562603365,3.6154918075,3.5964842495
"A2MP1",4.712948415,4.803951296,4.61222807,4.8320593,4.640409801,4.59084285
"A4GALT",6.107147155,6.362085347,6.107147155,6.170186091,6.028967902,6.105061113
"A4GNT",4.847866465,4.728183791,5.023626265,5.175291178,5.13329144,5.138443765
"AA06",4.383765212,4.474705089,4.442910215,4.3046763,4.484415009,4.359422714
"AAAS",7.370635288,7.359229571,7.349384395,7.242834102,7.219661419,7.224985128
"AACS",8.748491288,8.754929414,8.623212069,8.696503207,8.70520858,8.76039276
"AACSP1",3.108418693,2.990098004,3.022950092,3.332238868,3.336024592,3.256828334
"AADAC",4.051898434,4.061993043,3.765474029,4.27349929,4.130315393,3.671419976
"AADACL2",2.54262734,1.97112564,2.617591932,2.336952404,2.527396812,2.561588666
"AADAT",6.914871217,6.773457638,6.6560081,6.200429883,6.042791239,5.874623546
"AAGAB",6.530427605,6.5740137015,6.6300973335,6.5778940295,6.6590636285,6.674299983
"AAK1",5.22387689071429,5.21766710642857,5.25323022271429,5.33741026842857,5.26691208242857,5.37511266171429
"AAMDC",6.15645726833333,6.13131775333333,5.98977934566667,6.57287700966667,6.42152536533333,6.54264602
"AAMP",9.274522094,9.555259524,9.426905954,9.263581454,9.34459111,9.283350266
"AANAT",3.398689077,3.508284878,3.589828606,3.498512244,3.344777371,3.608658645
"AAR2",7.79405714,7.669974652,7.875017432,7.71005554,7.877014085,7.930008221
"AARS1",9.387779626,9.506051116,9.502394119,8.942903712,8.853740784,8.898726215
"AARS2",6.6855806795,6.793320549,6.8671089765,6.8190511,6.781433567,6.7792682095
"AARSD1",6.681351088,6.683581917,6.780690394,6.814429977,6.781761186,7.077572312
"AASDH",6.602633389,6.5726348595,6.245533335,6.299818524,6.0511257085,6.1236089185
"AASDHPPT",6.61671507433333,6.55861722566667,6.70300215933333,6.25844706133333,6.34009897833333,6.055417349
"AASS",3.199964555,3.06919427,2.9524443105,3.8763440495,4.0831357105,3.6828191565
"AATBC",4.631465282,4.592806409,4.676894196,4.378597678,4.339598066,4.511849969
"AATF",9.280151004,9.253070129,9.38855741,8.76307815,8.783325261,8.659564175
"AATK",6.995030043,6.681951416,7.028102676,7.164043812,6.690454544,7.065440009
"ABAT",8.89585420666667,8.993947293,9.20788500566667,8.42471357733333,8.45852550466667,8.54562709033333
"ABCA1",4.69706051525,4.8224268195,4.800998757,4.967057192,5.459716613,5.1399234835
"ABCA11P",5.69732663,5.974383102,5.642562956,5.180779351,5.746479232,5.251437832
"ABCA12",7.525872537,7.592004076,7.467544718,6.52052076,7.291932897,6.156615981
"ABCA17P",7.044294917,7.262642898,7.32988733,7.136695593,6.860175636,6.573774349
"ABCA2",5.897348566,6.017202436,5.91558949033333,5.87967127766667,5.776398038,5.935350989
"ABCA3",7.287469721,7.352084209,7.309907131,8.23952384,8.256168627,8.331911864
"ABCA4",4.1452846675,4.081324158,4.169853742,4.4048814575,4.150293609,4.256135924
"ABCA5",6.8160670445,6.4148974195,6.5148695015,6.987177092,6.93788714,7.0325267245
"ABCA6",2.753534591,3.237698354,2.388733427,2.976004376,2.715698964,2.898742513
"ABCA7",6.041967173,5.78389988,5.947110197,5.976509108,5.796503829,5.748367006
"ABCA8",3.4183831825,3.307741514,3.4065559495,3.502537661,3.5771280325,3.434504062
"ABCA9",2.50450364566667,2.48740878333333,2.56094653166667,2.515503008,2.63826348633333,2.452513449
"ABCB1",3.38482159433333,3.44411145233333,3.44743194066667,3.49392945566667,3.377379355,3.54565088533333
"ABCB10",6.467664945,6.751530948,6.696000253,6.246837563,6.55750008,6.64813382
"ABCB11",3.4163903255,3.562848622,3.420278069,3.6364893925,3.315563532,3.596615041
"ABCB4",3.7883592825,3.587870706,3.414236468,4.018334692,4.125091691,3.915675759
"ABCB5",4.03362537266667,4.089496662,4.15779627466667,4.08068533633333,4.15109278,4.24766550433333
"ABCB6",5.987662274,6.0965886875,5.843534286,5.68642256,5.464415383,5.566930421
"ABCB7",7.687735143,8.025062956,7.661618202,7.413613843,7.456592356,7.535837376
"ABCB8",5.646774196,5.6815447265,5.5390569415,5.29924181,5.512423077,5.421464724
"ABCB9",5.68414716733333,5.76995977933333,5.50769626533333,5.93821982266667,5.902097426,5.85845907033333
"ABCC1",8.4742075035,8.596833139,8.3438950325,7.459900123,7.50685822,7.688245455
"ABCC10",7.344336923,7.376532172,7.2252981375,7.0268953255,6.777221336,6.999136507
"ABCC11",3.619185538,3.5707446445,3.399262739,3.9263120895,3.7671699945,3.717610242
"ABCC12",3.0824849535,2.989741325,3.0566769835,3.0579488835,3.172606416,2.864686267
"ABCC13",4.14442030075,4.28984968325,3.57135671375,2.94190946675,3.1179894945,3.05049916875
"ABCC2",4.56498067,4.480587904,4.634397537,4.453692669,4.276812209,4.389127085
"ABCC3",6.310883575,6.3313484622,6.3443754854,6.1292655894,6.033307061,6.1060551458
"ABCC4",3.865016073,4.11690644425,4.40809771,3.433811695,3.59958414825,3.52551737025
"ABCC5",6.65656026666667,6.57603951933333,6.41985003866667,6.997676015,6.66075292366667,6.89669153666667
"ABCC6",4.985989996,5.035734436,4.78848446933333,5.60322072,5.619998933,5.491304462
"ABCC6P1",2.452987593,2.779054351,2.534531692,2.352179249,2.822062,2.603716325
"ABCC8",5.513480783,5.4740079735,5.7872859725,6.128438326,6.1222663765,6.140567654
"ABCC9",3.17682590175,3.139197093,3.308650565,3.236280326,3.388398962,3.398110115
"ABCD1",6.907597867,6.864011048,6.912340438,6.393765278,6.651367026,6.650386587
"ABCD3",7.3347796485,7.151106718,6.668702233,7.0243323315,7.018692403,7.2801134135
"ABCD4",5.720971986,5.655587439,5.7127581185,5.640908669,5.8996326235,5.6370376825
"ABCE1",8.614783343,8.6068856765,8.7844403035,7.8634151535,7.9691755145,8.168756854
"ABCF1",9.241408425,9.173995262,9.237991983,8.875699137,8.783866835,8.722672039
"ABCF2",6.890040607,6.803495266,6.763378529,6.41631604533333,6.33017125833333,6.32290602666667
"ABCF2-H2BK1",5.5580283405,5.673583424,5.7620041175,5.332103822,5.37982797,5.350135877
"ABCF3",7.849043824,7.753824641,7.923149185,7.972477671,7.983905838,7.685107237
"ABCG1",5.4798661625,5.48797827725,5.57070881175,6.73002431925,7.29363614425,7.1698519905
"ABCG2",5.026274103,5.109665008,4.713463727,4.100072907,4.279308175,4.57894961
"ABCG4",5.51944744,5.525068321,5.542001166,5.724357542,5.532204178,5.694613418
"ABCG5",3.155105738,3.511035605,3.23471936,3.22757901,3.400544265,3.493938446
"ABCG8",5.054460811,5.140497767,4.898162911,5.037492149,5.010442952,5.206873948
"ABHD1",3.7805789755,3.8217231225,3.790058968,3.8839584165,4.00153581,3.9672559325
"ABHD10",7.3949433385,7.386796325,7.417714755,7.2917595475,7.4484256655,7.410398415
"ABHD11",7.35827021066667,7.457775225,7.24684229966667,7.70908269766667,7.62646694866667,7.52677230266667
"ABHD12",7.70497140966667,7.88298096733333,7.83061109966667,7.94593207166667,7.89924174833333,8.08434528433333
"ABHD12B",2.376524693,2.302943535,2.413870045,2.570474796,2.165903702,2.34185043
"ABHD13",3.8467878925,3.8737629265,3.7310917125,4.2171101125,4.5555026245,4.317673511
"ABHD14A",6.891491379,6.66102043,6.605663138,7.063971561,6.86226125,7.216319561
"ABHD14B",7.303475652,7.087169137,6.751390423,7.725047813,7.613817029,7.902031176
"ABHD15",5.806487726,5.889362055,5.80688863,5.662640013,5.932619591,5.736608696
"ABHD16A",6.730041776,6.771890118,6.622819691,6.857062111,6.8149563095,6.827922766
"ABHD16B",4.947863083,4.783999063,4.820841034,4.824576995,4.73594921,4.738496689
"ABHD17A",8.493053569,8.478663841,8.51469002,8.641846003,8.670958028,8.684256706
"ABHD17B",5.704055142,5.76342220533333,5.72059168433333,5.592533914,5.53351989733333,5.675268458
"ABHD17C",8.84238881,8.653694021,8.668174742,9.432819588,9.935263211,9.194607066
"ABHD18",6.327250688,6.350969541,6.397488528,6.65503374366667,6.980979614,6.67295996633333
"ABHD2",8.5354562935,8.86469629716667,9.03186132566667,7.46421043966667,7.8873482485,7.45621802016667
"ABHD3",7.402918013,7.679533239,7.834592735,7.430239417,7.566395196,7.219814567
"ABHD4",6.101864104,5.821423066,6.1689774165,6.353525253,6.287353592,6.2210623595
"ABHD5",4.83967252975,4.7215771,4.734526091,4.7873786645,5.04763649025,4.78348535475
"ABHD6",4.01451935725,4.00160693425,3.970503509,3.49721862775,3.741970907,3.593507643
"ABHD8",3.693574329,3.716301476,3.735683335,3.955481814,3.907097635,3.875403908
"ABI1",8.1761268505,8.2193839395,8.076642589,8.075889275,8.0300178155,8.0390464605
"ABI2",7.012092810625,6.991220427375,6.77026266025,7.04068568475,6.9714382365,7.092551062
"ABI3",5.889706402,5.88319477,6.035512891,6.005787331,5.973106792,6.051286192
"ABI3BP",2.457292494,2.6486425035,2.5221506495,2.4406687425,2.651412392,2.4015737985
"ABITRAM",9.200856361,9.35697297,9.199136725,8.899774915,8.967017329,8.882980931
"ABL1",8.532024982,8.629949765,8.348968724,8.075970137,8.173092523,8.054195569
"ABL2",6.71944268933333,6.94408065,7.083587586,6.70279763,6.455121156,6.68969456266667
"ABLIM1",6.564741015,6.642073337,6.5792794855,5.4545597395,5.3322363005,4.982760148
"ABLIM2",4.9592820646,5.0455142862,5.1970279118,5.094815007,5.0662987378,5.1989398954
"ABLIM3",5.511670192,5.657844268,5.669563502,5.158982754,5.424824554,4.867299968
"ABO",5.104856966,5.032997107,5.04343458866667,4.99499595733333,4.88577681666667,5.29729637533333
"ABR",5.57906262566667,5.53673521033333,5.40838703666667,5.426555206,5.291658853,5.33131181833333
"ABRA",2.344812472,2.727872959,2.714058332,2.716032937,2.52963949,2.839726438
"ABRACL",9.889007575,9.881241485,10.15020349,9.37525304,9.260529182,9.395290619
"ABRAXAS1",5.694287158,5.707704644,5.3943275495,5.69420749,5.779082355,5.718496011
"ABRAXAS2",7.126064822,7.2432883715,7.1849869635,7.032921715,7.13727693,7.0510050935
"ABT1",7.931057933,7.919552165,7.821895313,7.920622824,7.967869758,7.792495799
"ABTB1",5.0252086578,5.0654055822,4.9915685024,5.2496586618,5.121652689,5.3370573256
"ABTB2",6.0176797345,6.170829294,5.9667276415,5.776482324,6.057618384,6.222364108
"ABTB3",4.3374180165,4.314613964,4.0914104455,4.7979870225,5.01857422,4.692593869
"ACAA1",8.7565532745,8.7551384785,8.8675603395,9.1140893705,8.9991247185,9.1844964555
"ACAA2",6.812855626,6.851610759,6.62613089633333,6.58485885566667,6.55332593366667,6.509352163
"ACACA",7.307309278,7.09197001,7.186647776,7.2166079785,7.199282858,7.2143059375
"ACACB",5.56478383016667,5.59558344366667,5.2549717445,6.3746883135,6.58273708416667,6.430000181
"ACAD10",4.9817079785,5.0509176455,4.90121585575,5.153002654,5.0552996845,5.103378506
"ACAD11",6.907790049,6.632314463,6.779524574,7.217426383,7.164181663,6.959163258
"ACAD8",7.042003299,7.029260941,7.072989655,7.096007258,7.272410773,7.358721657
"ACAD9",8.149263061,8.084545964,8.121518771,8.033691142,7.789889374,7.942438182
"ACADL",3.125218287,2.998046568,2.858236161,2.9508346485,3.056251884,2.836118192
"ACADM",8.155442866,8.419116142,8.219234782,8.325089151,8.47672738,8.570201122
"ACADS",6.606093996,6.699972831,6.544087272,6.769943809,6.696471948,6.750443663
"ACADSB",6.2895544915,6.333775272,5.8734379465,6.598815801,6.762959078,6.8734673205
"ACADVL",9.465771559,9.432728608,9.523446126,9.721620474,9.38868264,9.55703946
"ACAN",5.0344730365,5.0353969245,4.95626928575,5.16543238875,5.012241379,5.24112972175
"ACAP1",5.34751766733333,5.518812821,5.04019975866667,5.40085651166667,5.43944490466667,5.46965187266667
"ACAP2",5.75838825133333,5.894801217,5.97467218033333,5.814777997,5.91619338133333,5.852560726
"ACAP3",6.2052297905,6.0965182925,6.233787234,6.1884266415,6.1378642565,6.0876715865
"ACAT1",5.116684027,5.16278558933333,5.01658685833333,5.00543911966667,4.95478267633333,5.05401454366667
"ACAT2",7.688581599,7.600144701,7.660832373,6.709194335,6.480583135,6.852187299
"ACBD3",7.262774258,7.213677006,7.3343353345,7.948674274,7.9364559635,7.730654087
"ACBD4",6.221757191,6.232552738,5.803771658,6.302146163,6.04232362,6.335431859
"ACBD5",7.101954234,7.2162095105,7.3350973025,7.3166691675,7.3700740885,7.3464232445
"ACBD6",7.678971829,7.647733199,7.594721923,7.301056812,7.440507966,7.5541549235
"ACCS",7.036719613,7.031288144,7.226516356,7.667247027,7.645577753,7.571307778
"ACD",8.150557492,8.206998838,8.118232645,8.398005828,8.20258271,8.410651064
"ACE",4.5698512355,4.820862854,4.967103342,4.1893573225,4.330954784,4.5119672375
"ACE2",3.827925797,3.846860056,4.206157969,4.05874026,3.957059598,3.737316591
"ACER1",3.997429292,4.17062677,4.151703414,4.268250918,4.196920457,4.291011594
"ACER2",6.618316617,7.099519853,7.000631066,7.601412464,7.888381616,8.014007184
"ACER3",5.554973258,5.54741180166667,5.57751677983333,4.9557477655,5.145187861,5.28116967933333
"ACHE",4.67568559966667,4.69388771966667,4.774291356,4.81605797766667,4.74966324233333,4.822009586
"ACIN1",7.352547188,7.137811952,7.381978835,7.167105084,6.809668564,6.749111685
"ACKR1",4.5321414985,4.6516221895,4.4157049145,4.6825328135,4.5427834365,4.5836488825
"ACKR2",4.76504988866667,4.402519778,4.39331668266667,4.563920794,4.573383725,4.56814691633333
"ACKR3",7.6873214735,8.020642452,8.5452862335,10.9852441525,11.015912045,11.10281652
"ACKR4",2.25462922,2.316972207,2.262588745,2.455442519,2.524292027,2.563724954
"ACLY",8.47416538933333,8.460002149,8.59567361533333,8.33970005866667,8.43626987066667,8.40678467466667
"ACMSD",3.663151227,3.255939924,3.397569093,3.544365778,4.009640043,4.200587362
"ACO1",5.591674665,5.57219866,5.7327773785,5.980008261,5.8456761325,6.002731645
"ACO2",7.0864854155,7.046289916,6.9258242825,6.904642971,6.7816402645,6.878540277
"ACOD1",2.768053516,2.618412407,2.933596183,2.893058973,2.819522794,2.789102756
"ACOT11",4.86709000475,4.76750235025,4.825579082,4.9255343305,4.8760069085,5.07267450275
"ACOT13",9.349612266,9.316301061,9.428998449,8.31233073,8.143075633,7.911737339
"ACOT2",7.341276037,7.239644339,6.811592051,7.660984681,7.433261116,7.658934402
"ACOT4",7.79506837,7.988685568,7.756406051,8.425215025,8.401460738,8.584265827
"ACOT6",3.913897784,3.770836967,3.524404921,3.800800702,3.816875621,4.11948574
"ACOT7",7.853670136,7.8807160875,8.017436809,6.635011519,6.555832085,6.577797847
"ACOT8",6.6536283505,6.3963618785,6.395908562,7.223100086,7.081490417,7.0436623825
"ACOT9",8.487353788,8.567861109,8.587063636,8.163283989,8.30374767,8.104634026
"ACOX1",5.390513865,5.4969153158,5.4213461056,5.4820967096,5.589669143,5.596882573
"ACOX2",6.247288577,5.858077952,5.771888402,5.535099875,4.840582454,5.671938705
"ACOX3",6.7390938095,6.6485689185,6.7723578495,7.3324913045,7.2947941465,7.4814077205
"ACOXL",3.59420632,3.735745683,3.576941419,3.5110146485,3.4835151105,3.453708808
"ACP1",8.268169406,8.3234005365,8.30099943575,8.07308520475,7.95389532275,8.15693441575
"ACP2",7.163399904,7.302899969,7.006757433,7.544276796,7.443589628,7.44692017
"ACP3",4.952411134,4.99034219866667,5.045189996,5.548818323,5.609965657,5.67825950933333
"ACP4",6.710004781,6.529589137,6.776239983,6.79081491,6.645252323,6.899753868
"ACP5",5.834111465,6.493068259,6.652959889,6.11314887,5.887931705,6.060767922
"ACP6",7.3482773845,7.5303860375,6.8630175165,6.9014675325,6.9205253265,6.6735805905
"ACR",4.276812209,4.369501346,4.382850078,4.340035534,4.467384546,4.489525366
"ACRBP",4.75981362266667,4.668507424,4.76508353033333,4.93112386666667,4.90345323,4.975785332
"ACRV1",4.23425479416667,4.15210831083333,4.26978801933333,4.2561256105,4.31412626533333,4.34691972366667
"ACSBG1",4.109029224,3.9350226345,4.0200562445,3.5817882835,3.824170343,3.4772812385
"ACSBG2",4.5573575,4.585521938,4.054120763,4.746227572,4.382574238,4.726665964
"ACSF2",7.476812232,7.638378833,7.638785944,7.668384557,7.612980526,7.547214202
"ACSF3",5.70825815466667,5.59637330966667,5.56376484,5.588613666,5.51607225566667,5.51520212766667
"ACSL1",5.372638041,5.763055832,5.7995099145,3.551672439,4.084802609,3.7940857465
"ACSL3",7.45860241666667,7.78566457266667,7.983098128,8.21485158466667,8.569531324,8.40515320833333
"ACSL4",3.016672684,3.246734823,3.2083032115,3.1961676895,3.000339329,3.0500597265
"ACSL5",4.1645612505,4.212148913,4.1417824485,4.0116668335,4.0927964945,4.1231359635
"ACSL6",3.501492956,3.7255191,3.6136152,3.45435935433333,3.53507191733333,3.64424888066667
"ACSM1",3.4255458005,3.548909443,3.476972533,3.5408833965,3.5570619105,3.686079357
"ACSM2A",3.29566771666667,3.40999623866667,3.28917308166667,3.418835197,3.342948498,3.40919554266667
"ACSM2B",2.60389953,2.860385235,2.866553031,2.796033551,2.8517377,2.996898045
"ACSM3",3.6787472615,3.460746961,3.376737096,3.19237039,3.1030291565,3.2527650695
"ACSM5",4.06103826033333,4.006631378,4.06145792833333,4.07196211966667,3.98762823533333,4.02086676233333
"ACSS1",5.2389769754,5.0343936884,5.1745077148,5.6699506934,5.4849259898,5.5736026374
"ACSS2",6.932220693,6.853731281,7.069146546,6.79910967,6.658411008,6.589982039
"ACSS3",6.8655550585,7.0430720035,6.720855579,6.5469218235,6.717701596,6.1971009025
"ACTA1",3.775912375,4.09436293,3.63287548,4.163134795,3.855220399,3.968183352
"ACTA2",4.29378266133333,4.62946377933333,4.61503973133333,3.93262465833333,3.86845364,3.859206781
"ACTA2-AS1",3.914155553,4.017587669,3.872917288,3.97640414,4.109209015,3.717818416
"ACTB",13.6849090733333,13.76497455,13.8479094,13.8603751433333,13.7211352966667,13.6911408133333
"ACTC1",6.068896746,5.934716662,6.068896746,5.549117945,5.362784155,5.554601887
"ACTG1",13.8514769944444,13.8570770333333,13.94514442,13.9440465288889,13.9756435555556,13.9580818411111
"ACTG1P17",4.2612391865,4.4068199975,4.404941225,4.3346451075,4.3163295355,4.4844949235
"ACTG1P25",3.568995343,3.109670222,3.653066577,3.351014621,3.6527505,3.434998511
"ACTG2",5.532792852,5.652936038,5.5186269865,5.261799415,5.2577554455,5.2640627415
"ACTL10",5.924216988,5.969990252,6.022668675,6.044000288,6.092865513,6.094216867
"ACTL6A",9.625233916,9.715804327,9.793429093,9.160529859,9.089116079,9.530015483
"ACTL6B",4.439255537,4.4821125615,4.460078623,4.2781772755,4.27670063,4.313826555
"ACTL7A",4.687304228,4.928142002,4.970966601,4.935203867,4.829036431,5.073748392
"ACTL7B",4.794937678,5.278591679,5.208169039,4.913972896,4.929279829,5.067967151
"ACTL8",7.222522974,7.213012287,6.530216167,6.013142269,6.203922544,6.053632229
"ACTL9",3.06944302,3.648510467,3.378310567,3.194192958,2.957828971,3.28550932
"ACTN1",8.74816516975,8.8686499725,8.8847980385,8.7185193765,8.6625093845,8.54335684125
"ACTN2",3.3241903735,3.431869787,3.33117298775,3.410982558,3.362420313,3.279385409
"ACTN3",4.310415397,4.336448642,4.37879196,4.308002993,4.457379518,4.231827839
"ACTN4",9.876423688,10.23325907,10.28555598,10.58332915,10.40529106,10.59151514
"ACTR10",10.62910326,10.67651515,10.48730303,10.47833761,10.51359378,10.48700763
"ACTR1A",7.545512629,7.560441823,7.594675753,7.30979086,7.2760742815,7.142747305
"ACTR1B",8.57885978,8.527194367,8.526707188,8.427208102,8.445467252,8.453672116
"ACTR2",6.831532179,6.911529681,6.80894537171429,6.94317912842857,6.945266436,6.95410621
"ACTR3",8.5495940024,8.5734996658,8.4190289836,8.5390144542,8.5782643178,8.6151667574
"ACTR3-AS1",2.906193605,2.929035987,2.924214098,2.959902051,2.901371716,2.786281699
"ACTR3B",7.093213967,7.0069315935,6.9680303995,6.205708117,6.1931690795,6.3312106835
"ACTR3BP2",3.815702618,3.709323241,3.637678944,3.83567537,3.544774689,3.812579203
"ACTR3BP5",2.728007947,2.935962988,3.057673587,2.951135882,3.012849124,3.096700517
"ACTR3BP6",4.662504701,4.644991612,4.915774303,4.815206656,4.398982585,4.917036168
"ACTR3C",5.1213253765,5.015855359,4.964115509,4.960598782,5.163323003,5.104416153
"ACTR5",6.595394549,6.686169773,6.7619220645,6.2463147635,6.104747311,6.123594434
"ACTR6",6.702759117,6.5908520285,6.7055831055,6.6261596425,6.648647539,6.5296818365
"ACTR8",6.1747482345,6.1697161075,6.090210465,6.0308799255,5.9950796055,5.906329014
"ACTRT2",4.7750055,4.626519064,4.806676221,4.56645918,4.681232046,4.853921391
"ACTRT3",5.352525752,5.320286001,5.126399918,5.223933062,5.576900759,5.423639996
"ACVR1",8.545133327,8.789845458,8.455356234,7.704458557,7.71573938,7.618149048
"ACVR1B",5.45414332833333,5.42497130933333,5.3898419175,5.29916792566667,5.22684482116667,5.19949058016667
"ACVR1C",4.577217558,4.39389983,4.272108213,4.26018751,4.506244691,4.255224427
"ACVR2A",6.6406700365,6.7060396065,6.4401245385,6.1914895735,6.404389591,6.3415507755
"ACVR2B",5.56002114633333,5.40355352566667,5.413917695,5.37619512733333,5.53421270933333,5.42836183233333
"ACVR2B-AS1",5.291954196,5.15529161,5.091024245,5.6464778,5.492517063,5.380687799
"ACVRL1",4.5756510345,4.484726174,4.449357549,4.7299860565,4.5808570625,4.722112844
"ACY1",6.0596343965,6.128714974,5.769917615,6.028873146,5.909173251,6.0233063625
"ACY3",4.310634044,4.303425989,4.2687658845,4.2490048855,4.322387621,4.3123813625
"ACYP1",8.157036816,8.034598917,8.149832184,7.308790328,6.906041715,6.670821345
"ACYP2",8.155326976,8.062952481,7.865009518,8.092579297,8.176561813,8.247272672
"ADA",6.357100245,6.433862731,6.006111296,4.7260926625,4.7056872935,4.7235634285
"ADA2",4.500722011,4.715646912,4.623062555,4.507457968,4.77227097,4.801288418
"ADAD1",2.708694225,2.5714440695,2.805218909,2.9056081425,2.656608517,2.8761191355
"ADAD2",5.20508357,5.331491842,5.592203392,5.219668707,5.32284079,5.402196427
"ADAL",4.81869978933333,4.926242049,4.71718919233333,4.64846715266667,4.79700591,4.88797429533333
"ADAM10",6.73681674733333,6.89436979633333,6.852781834,6.44752086666667,6.75452787233333,6.74778128366667
"ADAM11",5.120407408,5.342526222,4.8451057645,5.191298664,5.294137175,5.373445338
"ADAM12",3.8561347526,3.7939874548,3.8447451858,3.3310640222,3.5901500678,3.5711625026
"ADAM15",6.7855055485,7.152973541,6.807743837,6.593152747,6.527166415,6.6494438295
"ADAM17",6.71735278025,6.73672769975,6.579847821,6.26764697125,6.314080989,6.206022292
"ADAM18",3.3218507475,3.101685254,3.0928359605,3.153642892,3.2803200275,3.3718224005
"ADAM19",4.457729472,4.5362707555,4.619648123,4.737889603,4.339868374,4.40581642
"ADAM2",6.293437885,6.577584402,5.713370601,6.710532112,7.099890141,5.924791776
"ADAM20",4.9047716285,4.891573943,4.830661426,4.8330392625,4.8147743875,4.89492125
"ADAM21",3.361631074,3.0547880475,3.343270345,3.2182660235,3.1773695005,3.3668830665
"ADAM22",3.83933312042857,3.67501933071429,3.87791365042857,3.77342023114286,3.67673800442857,3.72768932685714
"ADAM23",3.6494944425,3.6198147145,3.599714929,3.56205621075,3.484699746,3.5917300905
"ADAM28",3.68752205325,3.58456726475,3.70102420425,3.610111909,3.655810658,3.7113054735
"ADAM29",3.047405495,2.819391957,3.253515606,3.037055729,3.048470294,3.04206968
"ADAM30",4.941253416,4.88633338,4.598531438,4.98197427,4.974799421,4.782504256
"ADAM32",4.626967423,4.552660566,4.586799523,5.027304468,5.266397471,5.413158066
"ADAM33",6.020071183,5.7625596655,6.2414855015,6.4011002735,6.294862278,6.4505921225
"ADAM3A",2.922340908,3.042205152,2.8764404675,3.099324745,2.86544369,3.0235576955
"ADAM3B",3.371993572,3.209152473,3.246531502,3.022950092,3.315852153,3.163708373
"ADAM5",3.1087103015,3.2948768715,3.1683211505,3.2047199915,3.0277705625,3.2762238855
"ADAM6",3.906669731,3.908898884,4.081830363,3.928289205,4.230399452,4.114186012
"ADAM7",4.242775481,4.149948602,4.2004893475,4.2404426075,4.296726458,4.431998549
"ADAM7-AS2",3.803129718,3.98866564,3.989985018,4.073511085,3.755483028,3.948637039
"ADAM8",5.7420885265,5.9191936465,5.8896714895,5.5923015535,5.640061786,5.5812741645
"ADAM9",6.47192418433333,6.64087551866667,6.567968489,6.44747235333333,6.53185021166667,6.47431641233333
"ADAMTS1",4.564827658,4.5109250865,4.429687816,4.6572993985,5.207468562,4.390550579
"ADAMTS10",5.297671544,5.2086572265,5.083155557,5.0634459735,5.036384278,4.955700417
"ADAMTS12",4.5428945845,4.5452952255,4.7581704515,4.3796757145,4.5625811995,4.7988833605
"ADAMTS13",5.903897662,5.7113453605,5.6675395385,5.9850319795,5.814009246,5.998523036
"ADAMTS14",5.252985789,4.869094418,5.218353431,5.37387255,5.099006291,5.368647636
"ADAMTS15",5.1525179445,5.201933024,5.25989656,5.207049114,5.293274183,4.9667311495
"ADAMTS16",4.428747783,4.765037886,4.672963901,4.69606547,4.175281485,4.6362743
"ADAMTS16-DT",4.059289015,4.059289015,4.074533791,3.975658781,4.122644272,4.1437092
"ADAMTS17",5.22515334533333,5.37210490433333,5.35631527566667,5.06906027066667,5.40718366333333,4.998142519
"ADAMTS18",3.43829076,3.2926036415,3.606162486,3.5073586195,3.5826062535,3.6231102065
"ADAMTS19",4.26765088,4.646299641,3.829598235,3.5639674455,3.411570373,3.372498091
"ADAMTS2",4.61413662966667,4.765309946,4.768483955,4.617871549,4.52566193033333,4.75389234766667
"ADAMTS20",2.4266832055,2.3699142385,2.381914145,2.4486755185,2.2635970875,2.4860924645
"ADAMTS3",3.012152572,2.955998161,3.59389183,3.047882324,3.036641775,3.024175504
"ADAMTS4",6.017706499,5.840455231,5.840455231,5.583950815,5.821167764,5.973392635
"ADAMTS5",2.87865978566667,2.75227249266667,2.778856374,2.84088012266667,2.82423761033333,3.00611469333333
"ADAMTS6",2.770738337,2.77082754033333,2.75133294166667,2.54595149866667,2.57392257933333,2.57067051233333
"ADAMTS7",5.206796354,5.191297533,5.09346470833333,5.420868526,5.27886747233333,5.26409719633333
"ADAMTS8",4.464799868,4.52738967433333,4.37962670166667,4.51125234166667,4.23940177733333,4.564653784
"ADAMTS9",4.723762731,4.6977213258,4.3424409526,4.7767499304,5.006451958,4.903442857
"ADAMTS9-AS1",2.502495763,2.332010133,2.221682441,2.451826288,2.518417454,2.349117341
"ADAMTS9-AS2",3.3498828544,3.585404942,3.50827657,3.557598223,3.572029298,3.669789155
"ADAMTSL1",3.8198091408,3.7394835304,3.8925163296,3.9108724888,3.7787179546,3.9873211912
"ADAMTSL2",4.796581537,4.945800086,4.886045938,4.849989754,4.518261972,4.699492112
"ADAMTSL3",4.6020303995,4.565884878,4.61042461,4.677303921,4.8791538015,4.7389989955
"ADAMTSL4",4.1638359355,4.2426880785,4.353649699,4.4872516805,4.476648321,4.4781383925
