"","x","y","prob"
"1",0.000113520399556303,0.000121921366409515,6.74159962066024e-11
"2",0.000113520399556303,0.000139087859797823,4.76344996557993e-11
"3",0.000113520399556303,0.000158671390526911,4.0264370419799e-11
"4",0.000113520399556303,0.00018101227676046,3.78291178663842e-11
"5",0.000113520399556303,0.000206498753361895,3.81258792164316e-11
"6",0.000113520399556303,0.000235573718551952,4.00280363988031e-11
"7",0.000113520399556303,0.000268742430493697,4.3838889899877e-11
"8",0.000113520399556303,0.000306581287554503,5.01010088539725e-11
"9",0.000113520399556303,0.000349747844826392,5.94832686151272e-11
"10",0.000113520399556303,0.000398992240969566,7.35787598608594e-11
"11",0.000113520399556303,0.000455170233952228,9.59671354441757e-11
"12",0.000113520399556303,0.000519258072218825,1.338926272711e-10
"13",0.000113520399556303,0.000592369459714514,2.04935013761305e-10
"14",0.000113520399556303,0.0006757749095802,3.6104750791761e-10
"15",0.000113520399556303,0.000770923822842278,8.08632816577244e-10
"16",0.000113520399556303,0.000879469675775552,2.50880953422114e-09
"17",0.000113520399556303,0.00100329875363963,3.46503076164941e-09
"18",0.000113520399556303,0.00114456293011713,1.16072723225116e-09
"19",0.000113520399556303,0.00130571706208743,4.88825891198213e-10
"20",0.000113520399556303,0.00148956164957374,2.75686009625332e-10
"21",0.000113520399556303,0.00169929150219857,1.86249286219298e-10
"22",0.000113520399556303,0.00193855125786206,1.42695768113295e-10
"23",0.000113520399556303,0.00221149871843438,1.20682002926658e-10
"24",0.000113520399556303,0.00252287710309537,1.10965292650063e-10
"25",0.000113520399556303,0.00287809747492365,1.10189539745074e-10
"26",0.000113520399556303,0.00328333277312588,1.1796179243539e-10
"27",0.000113520399556303,0.00374562508497682,1.36718315853741e-10
"28",0.000113520399556303,0.00427300802161783,1.73629444904267e-10
"29",0.000113520399556303,0.00487464632433262,2.47808960508838e-10
"30",0.000113520399556303,0.00556099512734658,4.21689712157631e-10
"31",0.000113520399556303,0.00634398164478243,1.00093314399144e-09
"32",0.000113520399556303,0.00723721243908729,7.27007823089467e-09
"33",0.000113520399556303,0.0082562098727945,1.99927826070311e-05
"34",0.000113520399556303,0.00941868185262582,1.15197979114166e-09
"35",0.000113520399556303,0.0107448295534857,3.72390099531406e-10
"36",0.000113520399556303,0.0122576984699057,1.83387857368772e-10
"37",0.000113520399556303,0.0139835788954313,1.10579991258324e-10
"38",0.000113520399556303,0.0159524627893914,7.55467701551756e-11
"39",0.000113520399556303,0.0181985649703783,5.62533473246408e-11
"40",0.000113520399556303,0.0207609176936193,4.45722226085919e-11
"41",0.000113520399556303,0.0236840489446722,3.69209077774026e-11
"42",0.000113520399556303,0.0270187562366777,3.14987459064881e-11
"43",0.000113520399556303,0.0308229893580433,2.73166300137583e-11
"44",0.000113520399556303,0.0351628574107478,2.38239077911678e-11
"45",0.000113520399556303,0.0401137776393494,2.07579923690856e-11
"46",0.000113520399556303,0.0457617860147888,1.80471852961376e-11
"47",0.000113520399556303,0.0522050323480149,1.5710264019196e-11
"48",0.000113520399556303,0.0595554859151811,1.37710337643317e-11
"49",0.000113520399556303,0.067940881234378,1.22175384199009e-11
"50",0.000113520399556303,0.077506937807172,1.0999370306717e-11
"51",0.000113520399556303,0.088419892399116,1.00425668773593e-11
"52",0.000113520399556303,0.100869387864628,9.26470685042175e-12
"53",0.000113520399556303,0.115071768717585,8.58712312104176e-12
"54",0.000113520399556303,0.131273840717306,7.94550055017437e-12
"55",0.000113520399556303,0.149757159803168,7.29957372394105e-12
"56",0.000113520399556303,0.170842924909983,6.6374160336152e-12
"57",0.000113520399556303,0.194897559690368,5.97173672408266e-12
"58",0.000113520399556303,0.222339080142036,5.32772608736919e-12
"59",0.000113520399556303,0.25364435879517,4.73039732635793e-12
"60",0.000113520399556303,0.289357411695298,4.1964674976532e-12
"61",0.000113520399556303,0.330098852190978,3.73264090658234e-12
"62",0.000113520399556303,0.376576675812074,3.33768195889821e-12
"63",0.000113520399556303,0.429598563655799,3.00557441759792e-12
"64",0.000113520399556303,0.490085918085976,2.72828158656514e-12
"65",0.000113520399556303,0.559089874654734,2.49743418788525e-12
"66",0.000113520399556303,0.63780956849817,2.30528905549783e-12
"67",0.000113520399556303,0.727612972635288,2.14509543616961e-12
"68",0.000113520399556303,0.83006067029344,2.01118093365958e-12
"69",0.000113520399556303,0.946932974370362,1.89885310638449e-12
"70",0.000113520399556303,1.08026086530869,1.8043077954554e-12
"71",0.000113520399556303,1.2323612850143,1.72443202086737e-12
"72",0.000113520399556303,1.40587740014828,1.65670766214395e-12
"73",0.000113520399556303,1.60382453447874,1.59909675642407e-12
"74",0.000113520399556303,1.82964256849469,1.54993701774446e-12
"75",0.000113520399556303,2.08725571687046,1.50786374588291e-12
"76",0.000113520399556303,2.38114072257991,1.47176497629178e-12
"77",0.000113520399556303,2.71640465272242,1.44071955626299e-12
"78",0.000113520399556303,3.09887364797877,1.41396505599799e-12
"79",0.000113520399556303,3.53519416796498,1.39086211470461e-12
"80",0.000113520399556303,4.0329484919029,1.3708800194092e-12
"81",0.000129275955795991,0.000121921366409515,5.89808869323852e-11
"82",0.000129275955795991,0.000139087859797823,4.46020598753691e-11
"83",0.000129275955795991,0.000158671390526911,3.92984644163725e-11
"84",0.000129275955795991,0.00018101227676046,3.78924267402543e-11
"85",0.000129275955795991,0.000206498753361895,3.86993021529473e-11
"86",0.000129275955795991,0.000235573718551952,4.11906736339297e-11
"87",0.000129275955795991,0.000268742430493697,4.56547755973049e-11
"88",0.000129275955795991,0.000306581287554503,5.26304254906511e-11
"89",0.000129275955795991,0.000349747844826392,6.30856092692648e-11
"90",0.000129275955795991,0.000398992240969566,7.89531865756952e-11
"91",0.000129275955795991,0.000455170233952228,1.04340025654591e-10
"92",0.000129275955795991,0.000519258072218825,1.48322327913627e-10
"93",0.000129275955795991,0.000592369459714514,2.34566680547117e-10
"94",0.000129275955795991,0.0006757749095802,4.4345886796396e-10
"95",0.000129275955795991,0.000770923822842278,1.2249410308462e-09
"96",0.000129275955795991,0.000879469675775552,1.25832878852287e-08
"97",0.000129275955795991,0.00100329875363963,4.62086158715698e-08
"98",0.000129275955795991,0.00114456293011713,1.84709034491185e-09
"99",0.000129275955795991,0.00130571706208743,5.91704467608893e-10
"100",0.000129275955795991,0.00148956164957374,3.10347623227616e-10
"101",0.000129275955795991,0.00169929150219857,2.04061935888832e-10
"102",0.000129275955795991,0.00193855125786206,1.54546344378808e-10
"103",0.000129275955795991,0.00221149871843438,1.29988475769681e-10
"104",0.000129275955795991,0.00252287710309537,1.19238349479698e-10
"105",0.000129275955795991,0.00287809747492365,1.1829658580803e-10
"106",0.000129275955795991,0.00328333277312588,1.26547218081734e-10
"107",0.000129275955795991,0.00374562508497682,1.46466184310249e-10
"108",0.000129275955795991,0.00427300802161783,1.8543055405188e-10
"109",0.000129275955795991,0.00487464632433262,2.62692405688507e-10
"110",0.000129275955795991,0.00556099512734658,4.3925566956611e-10
"111",0.000129275955795991,0.00634398164478243,9.93359872757454e-10
"112",0.000129275955795991,0.00723721243908729,5.29145723994547e-09
"113",0.000129275955795991,0.0082562098727945,4.9128698100215e-08
"114",0.000129275955795991,0.00941868185262582,1.38191102467423e-09
"115",0.000129275955795991,0.0107448295534857,4.37041960431055e-10
"116",0.000129275955795991,0.0122576984699057,2.12229029737608e-10
"117",0.000129275955795991,0.0139835788954313,1.26710678045788e-10
"118",0.000129275955795991,0.0159524627893914,8.58386192821486e-11
"119",0.000129275955795991,0.0181985649703783,6.34039930467817e-11
"120",0.000129275955795991,0.0207609176936193,4.98044359897521e-11
"121",0.000129275955795991,0.0236840489446722,4.08571919110744e-11
"122",0.000129275955795991,0.0270187562366777,3.44838111754629e-11
"123",0.000129275955795991,0.0308229893580433,2.9561879152413e-11
"124",0.000129275955795991,0.0351628574107478,2.54880336241423e-11
"125",0.000129275955795991,0.0401137776393494,2.19844365655348e-11
"126",0.000129275955795991,0.0457617860147888,1.89702935891103e-11
"127",0.000129275955795991,0.0522050323480149,1.64459481540573e-11
"128",0.000129275955795991,0.0595554859151811,1.44098362480778e-11
"129",0.000129275955795991,0.067940881234378,1.28231513339238e-11
"130",0.000129275955795991,0.077506937807172,1.1613919133971e-11
"131",0.000129275955795991,0.088419892399116,1.06909215593531e-11
"132",0.000129275955795991,0.100869387864628,9.9560174803597e-12
"133",0.000129275955795991,0.115071768717585,9.31425451725171e-12
"134",0.000129275955795991,0.131273840717306,8.68557270315976e-12
"135",0.000129275955795991,0.149757159803168,8.01854148900347e-12
"136",0.000129275955795991,0.170842924909983,7.30008769388209e-12
"137",0.000129275955795991,0.194897559690368,6.55185201227606e-12
"138",0.000129275955795991,0.222339080142036,5.81375769666206e-12
"139",0.000129275955795991,0.25364435879517,5.12431554945558e-12
"140",0.000129275955795991,0.289357411695298,4.50891814758101e-12
"141",0.000129275955795991,0.330098852190978,3.97762812855601e-12
"142",0.000129275955795991,0.376576675812074,3.52907131309723e-12
"143",0.000129275955795991,0.429598563655799,3.1553907880599e-12
"144",0.000129275955795991,0.490085918085976,2.84622051902782e-12
"145",0.000129275955795991,0.559089874654734,2.59099524071613e-12
"146",0.000129275955795991,0.63780956849817,2.38016951014093e-12
"147",0.000129275955795991,0.727612972635288,2.20556908693455e-12
"148",0.000129275955795991,0.83006067029344,2.06044625018895e-12
"149",0.000129275955795991,0.946932974370362,1.93933280895457e-12
"150",0.000129275955795991,1.08026086530869,1.83781619086567e-12
"151",0.000129275955795991,1.2323612850143,1.75236642615963e-12
"152",0.000129275955795991,1.40587740014828,1.68014101306845e-12
"153",0.000129275955795991,1.60382453447874,1.61886547841315e-12
"154",0.000129275955795991,1.82964256849469,1.56669385837403e-12
"155",0.000129275955795991,2.08725571687046,1.5221326669173e-12
"156",0.000129275955795991,2.38114072257991,1.48396125781821e-12
"157",0.000129275955795991,2.71640465272242,1.4511741496804e-12
"158",0.000129275955795991,3.09887364797877,1.42295231190795e-12
"159",0.000129275955795991,3.53519416796498,1.39860822736319e-12
"160",0.000129275955795991,4.0329484919029,1.37757135130922e-12
"161",0.000147218234011572,0.000121921366409515,5.10650722066438e-11
"162",0.000147218234011572,0.000139087859797823,4.09094742779468e-11
"163",0.000147218234011572,0.000158671390526911,3.72184192274631e-11
"164",0.000147218234011572,0.00018101227676046,3.6540748439322e-11
"165",0.000147218234011572,0.000206498753361895,3.77170687270864e-11
"166",0.000147218234011572,0.000235573718551952,4.05506630546962e-11
"167",0.000147218234011572,0.000268742430493697,4.52944496999706e-11
"168",0.000147218234011572,0.000306581287554503,5.24810016555256e-11
"169",0.000147218234011572,0.000349747844826392,6.30873693985117e-11
"170",0.000147218234011572,0.000398992240969566,7.90419640828992e-11
"171",0.000147218234011572,0.000455170233952228,1.04287490393106e-10
"172",0.000147218234011572,0.000519258072218825,1.47537403981618e-10
"173",0.000147218234011572,0.000592369459714514,2.31074780594312e-10
"174",0.000147218234011572,0.0006757749095802,4.28301118689592e-10
"175",0.000147218234011572,0.000770923822842278,1.12295244083277e-09
"176",0.000147218234011572,0.000879469675775552,1.08943564230789e-08
"177",0.000147218234011572,0.00100329875363963,0.00088158940115238
"178",0.000147218234011572,0.00114456293011713,2.35885872233357e-09
"179",0.000147218234011572,0.00130571706208743,6.88135426413715e-10
"180",0.000147218234011572,0.00148956164957374,3.50013102907538e-10
"181",0.000147218234011572,0.00169929150219857,2.26963665191345e-10
"182",0.000147218234011572,0.00193855125786206,1.70731069129796e-10
"183",0.000147218234011572,0.00221149871843438,1.43066835876857e-10
"184",0.000147218234011572,0.00252287710309537,1.31037347242125e-10
